OverallRating,ReviewHeader,ReviewBody,cleaned_review,SeatComfort
4,"""BA lacks consistency""","Miami to London Heathrow. As with many others whom have posted reviews on this site my issue is with BA's customer service when dealing with an issue that has arisen from flying on this once proud airline. My issue was with faulty equipment onboard. Issue with my seat that the onboard team tried to the best of their ability to sort but unable to through no lack of effort and have nothing but praise for these guys working with aging equipment and keep on trying to do their best to keep the customer happy. Had to move seat and as first, club and premium economy all full, had to move back to economy. Asked customer services to refund me the fare difference for this part of the journey and after several cut and past generic replies on their part and fed up hitting my head off a brick wall have given up as life is too short to fight profits over customer satisfaction organisation. Following a favourable review of my outward journey it is clear BA lacks consistency and don't wish to deal with issue when something goes wrong. As i said in both my reviews nothing but praise for the onboard crews dealing with these issues and trying to make it a great experiance but think BA now need to work on their problem solving skills. I now have 91000 Avios going to waste as my business will be going else where.",Miami London Heathrow with many others whom have posted reviews this site issue with customer service when dealing with issue that arisen from flying this once proud airline issue with faulty equipment onboard Issue with seat that onboard team tried best their ability sort unable through lack effort have nothing praise these guys working with aging equipment keep trying their best keep customer happy move seat first club premium economy full move back economy Asked customer services refund fare difference this part journey after several past generic replies their part hitting head brick wall have given life short fight profits over customer satisfaction organisation Following favourable review outward journey clear lacks consistency dont wish deal with issue when something goes wrong said both reviews nothing praise onboard crews dealing with these issues trying make great experiance think need work their problem solving skills have Avios going waste business will going else where,1
2,"""aircraft interior was old""
","London to Bangkok. Flew British Airways for the first time in a couple of years. Terminal 5 is rubbish. It may look great, but you have to travel further using the train services to get there, and once there you may find that after check in you need to travel  again on another train  to  T5a or b as they are again separate  sections of terminal 5. I usually fly EVA and others from Terminal 2 and I would avoid T5 if possible from now on. The aircraft interior was old and dated, the seats had seen better days and the tv screen was about the size of an iPhone 8+ (without the technology). The food was ok at best, served cold to warm on both meals on both flights. The crew were okay on the flight home, however on the flight out they were not interested when you spoke to them. Landing cards for Thailand were loaded on the aircraft in a total of about 50 so most people in economy had to land in Bangkok and spend time filling one in just before immigration which is ridiculous as the queue is always huge at Bangkok and you want to just get on with clearing through and getting your bag. The flight had some drunks on the way back to the UK, and while this isn’t the airlines fault, I did notice that when one young guy of about 21 was told no more alcohol by the cabin manager (he kicked off) the next crew member did serve him. This is the last time by choice I will ever fly British Airways, if there’s no seats available anywhere else (which is why I went with them this time), then I guess I’ll have no choice.",London Bangkok Flew British Airways first time couple years Terminal rubbish look great have travel further using train services there once there find that after check need travel again another train they again separate sections terminal usually others from Terminal would avoid possible from aircraft interior dated seats seen better days screen about size iPhone without technology food best served cold warm both meals both flights crew were okay flight home however flight they were interested when spoke them Landing cards Thailand were loaded aircraft total about most people economy land Bangkok spend time filling just before immigration which ridiculous queue always huge Bangkok want just with clearing through getting your flight some drunks back while this isn’t airlines fault notice that when young about told more alcohol cabin manager kicked next crew member serve This last time choice will ever British Airways there’s seats available anywhere else which went with them this time then guess I’ll have choice,1
1,"""never fly British Airways again""","I was in Prague flying British Airways back to Heathrow. Apparently there were thunderstorms in London so the flights were being delayed. My 17:15 flight was delayed until 8 am the next morning. There was no British Airways person at the Prague airport to relay this message: some consolidator passed out sheets of paper advising people of the remuneration available to them should they spend the night and wait for the 8 am flight. The sheet of information didn't offer any hotel suggestions or ideas of how to get back into Prague. This consolidator also mentioned that there was a 20:00 flight and there was room for thirty people on this flight. So after calling British Airways and finding  their offices were  closed for the evening, I went  online and booked the flight. Because of the late timing, I was charged $356USD. Then after countless emails and hours spent trying to get through on the phone, I finally learned that BA would only reimburse me the non-used flight that I had booked 3 months earlier- at a cost of $96 USD. They also said they would send me a $50 flight voucher: not sure how many months it will take until I receive it. Is there any other airline that doesn't simply rebook a significantly delayed passenger on the next flight and not try to extract outrageous sums from them? I will never fly British Airways again.",Prague flying British Airways back Heathrow Apparently there were thunderstorms London flights were being delayed flight delayed until next morning There British Airways person Prague airport relay this message some consolidator passed sheets paper advising people remuneration available them should they spend night wait flight sheet information didnt offer hotel suggestions ideas back into Prague This consolidator also mentioned that there flight there room thirty people this flight after calling British Airways finding their offices were closed evening went online booked flight Because late timing charged 356USD Then after countless emails hours spent trying through phone finally learned that would only reimburse nonused flight that booked months earlier cost They also said they would send flight voucher sure many months will take until receive there other airline that doesnt simply rebook significantly delayed passenger next flight extract outrageous sums from them will never British Airways again,1
3,"""experience is so lacklustre""","Brindisi to London. Flying from any airport that includes Ryanair among its serving airlines has to be a bad sign. Brindisi airport is at least modern but it makes few concessions to comfort and there was certainly no lounge for Club Europe passengers. There was also no priority check-in, or, indeed, priority anything. Boarding was a fiasco, with two lines directed into pens, pending the mad dash to the plane, which then entailed using a rather weird, tiered set of steps that was just another queue. Service in Club Europe commenced efficiently, but the cabin crew were of the breezy, cheery type who'd have been better suited to Ryanair. The brief drinks service over, it was on to the the much-vaunted, new look Club Europe meal service. Sadly, this proved to be just another cost-cutting, exercise, with everything piled on to the tiny plastic tray at once, and the appetiser and cheese 'courses' reduced to microscopic portions in little pots. And, of course, the seats haven't changed, although, interestingly, BA seem intent on packing ever more passengers into the Club Europe section, which means that the service is little different to the old economy. Still, we arrived only 30 minutes behind schedule and the priority tags did result in our bags coming off the belt within only a few minutes. It's just that the whole inflight experience is so lacklustre and un-business-like.",Brindisi London Flying from airport that includes Ryanair among serving airlines sign Brindisi airport least modern makes concessions comfort there certainly lounge Club Europe passengers There also priority checkin indeed priority anything Boarding fiasco with lines directed into pens pending dash plane which then entailed using rather weird tiered steps that just another queue Service Club Europe commenced efficiently cabin crew were breezy cheery type whod have been better suited Ryanair brief drinks service over muchvaunted look Club Europe meal service Sadly this proved just another costcutting exercise with everything piled tiny plastic tray once appetiser cheese courses reduced microscopic portions little pots course seats havent changed although interestingly seem intent packing ever more passengers into Club Europe section which means that service little different economy Still arrived only minutes behind schedule priority tags result bags coming belt within only minutes just that whole inflight experience lacklustre unbusinesslike,1
1,"""dreadful seats by the toilet""","Chicago to London. I have flown long haul many times with both BA and Virgin premium economy. In my view whilst the Virgin product has improved, the BA equivalent has deteriorated such that Virgin is significantly better. Despite booking and paying for seats with BA this got changed without notification and we ended up in the back of WT+ on the A380 which are dreadful seats by the toilet with limited recline on an overnight flight. For the first time in many years I found the food inedible and the service not great (for example no cutlery initially on tray, no food choice as had run out of other choice, one drink serving and no where to get water on flight). Went through 3 layers of customer service with BA on seat booking issue but consistently fobbed off. Plane was also very warm so that in all a very uncomfortable return leg. ",Chicago London have flown long haul many times with both Virgin premium economy view whilst Virgin product improved equivalent deteriorated such that Virgin significantly better Despite booking paying seats with this changed without notification ended back A380 which dreadful seats toilet with limited recline overnight flight first time many years found food inedible service great example cutlery initially tray food choice other choice drink serving where water flight Went through layers customer service with seat booking issue consistently fobbed Plane also very warm that very uncomfortable return,1
2,"""do not serve free water""","Berlin to London. It was a connecting flight, so I should not complain. The flight was on time and the machine clean and? They do not serve free water, let alone tea or coffee. While this obviously costs nothing it testifies to the low perception of customers. BA simply turned into a low cost airline.",Berlin London connecting flight should complain flight time machine clean They serve free water alone coffee While this obviously costs nothing testifies perception customers simply turned into cost airline,2
1,"""Left luggage on belt by mistake""",Heraklion to Gatwick. Left my luggage behind on the belt by mistake. 30 mins after I realised I went back to the airport but no British Airways staff was willing to help. Asked me to ring a phone from the arrival hall pillar. Dialed for BA baggage enquiry and staff picked up the phone and hung up on purpose and never answered again. This is so frustrating.,Heraklion Gatwick Left luggage behind belt mistake mins after realised went back airport British Airways staff willing help Asked ring phone from arrival hall pillar Dialed baggage enquiry staff picked phone hung purpose never answered again This frustrating,2
4,"""experience is second rate""","London Heathrow to Brindisi. We weren’t expecting the long queue for Club Europe check-in, but mid-afternoon is apparently particularly busy in T5. Galleries South lounge was also teeming, but at least the filthy chairs had been replaced and there was a reasonable selection of hot and cold food. Group boarding was handled efficiently. The A321 was relatively new and clean, no pre-take-off drinks were offered. Departure was delayed by about 30 minutes but arrival was on time. The Club Europe section was unusually busy, with at least ten, fully occupied rows, including families with pre-school children. Despite the congestion and chaos, the food and drink service was handled efficiently, although the food was no better than the old World Traveller offering. It’s hard to see the point of BA’s short haul business class product when the experience is second rate.",London Heathrow Brindisi weren’t expecting long queue Club Europe checkin midafternoon apparently particularly busy Galleries South lounge also teeming least filthy chairs been replaced there reasonable selection cold food Group boarding handled efficiently A321 relatively clean pretakeoff drinks were offered Departure delayed about minutes arrival time Club Europe section unusually busy with least fully occupied rows including families with preschool children Despite congestion chaos food drink service handled efficiently although food better than World Traveller offering It’s hard point BA’s short haul business class product when experience second rate,2
3,"""British Airways is a rip off""","I have BA silver membership. This promises fast track, choice of seats at booking, priority boarding and lounge access. I would advise all travellers that in reality these benefits are intermittent at best and unavailable at worst. The majority of the time my seat choice is changed, fast track at Heathrow is slower than the normal queue, and the lounges so overcrowded that it's sometimes hard to find a seat. The Iberia lounge at Madrid is equality poor, with stale tortilla the only offering at breakfast. British Airways is a rip off. I have uploaded by way of example a seat map of their A321 and seat 22c. This seat is not extra legroom and is cramped like the others. Yet on BA.com they will try to sell it as an exit seat as if it has extra legroom. I recently travelled on Virgin Atlantic and Cathay Pacific in business and economy and it really struck me just how abysmal BA/Iberia are by comparison.",have silver membership This promises fast track choice seats booking priority boarding lounge access would advise travellers that reality these benefits intermittent best unavailable worst majority time seat choice changed fast track Heathrow slower than normal queue lounges overcrowded that sometimes hard find seat Iberia lounge Madrid equality poor with stale tortilla only offering breakfast British Airways have uploaded example seat their A321 seat This seat extra legroom cramped like others BAcom they will sell exit seat extra legroom recently travelled Virgin Atlantic Cathay Pacific business economy really struck just abysmal BAIberia comparison,2
2,"""we demanded we keep it""","Hamburg to London. Initial flight from London cancelled from under us 3 days from departure and we had a firm booking to collect a motorhome upon arrival. Total chaos. Ground service appalling and no free service on board. Checkin from Hamburg appallingly slow, and didn't open until 2 hrs from departure. Check in demanded that cabin baggage be checked in while we demanded we keep it. All in all an unsatisfactory airline.",Hamburg London Initial flight from London cancelled from under days from departure firm booking collect motorhome upon arrival Total chaos Ground service appalling free service board Checkin from Hamburg appallingly slow didnt open until from departure Check demanded that cabin baggage checked while demanded keep unsatisfactory airline,3
1,"""never provide any assistance""","Madrid to Heathrow. I fly with BA on a regular basis and am a gold card holder, their service attitude and facilities drop lower and lower. The planes are filthy, not cleaned properly between flights, the staff are hit and miss - but more miss than anything and very poorly turned out. The food in business is average and the seating in the newer planes is terribly uncomfortable - and as for customer service, there is no point in ringing them they are useless, rude, hostile and will never provide any assistance whatsoever.",Madrid Heathrow with regular basis gold card holder their service attitude facilities drop lower lower planes filthy cleaned properly between flights staff miss more miss than anything very poorly turned food business average seating newer planes terribly uncomfortable customer service there point ringing them they useless rude hostile will never provide assistance whatsoever,1
1,"""legroom seemed very small""","Singapore to London. They wanted to charge me an extra GBP65 for being over the 23kg limit. The legroom seemed very small to me, the flight was super full and I was sitting next to a big woman who spilled over her side of the seat. I was asked if I would like tea or coffee with my breakfast and the steward said he will come back with the tea. After a long time I managed to catch the same guy walking by and asked him for my tea and he just said that there was no tea. ",Singapore London They wanted charge extra GBP65 being over 23kg limit legroom seemed very small flight super full sitting next woman spilled over side seat asked would like coffee with breakfast steward said will come back with After long time managed catch same walking asked just said that there,1
4,"""IFE was the size of my wallet""","Washington to Frankfurt via London. Check-In at Dulles Airport was smooth. I asked the agent if it was possible to get a window seat and she did, even though at the online check-in there was none available. Boeing 747-400 was 27 years old, the IFE was the size of my wallet and the quality was incredibly bad. The seats were ok, pretty standard but they had a head rest which was good. My seat was 27A and I had the whole row for myself. Unfortunately a crew member shortly before take-off told me that another passenger had issues with his IFE and they would replace him on 27C. Shortly after take-off the service began. There were 2 food options available. Chicken and vegatarian lasagne, I went for the Lasagne which was ok, nothing special. It came with a salad, a bread bun and a black forest cake. All in all an ok meal, nothing to complain about. The crew distributed 2 mini cans of soda which was a bit unsatisfying. After dinner the crew dimmed the lights and we were supposed to close the window shades for the people who wanted to sleep. I tried to watch some movies (the selection was ok) which was hard on this miniature IFE. In the morning the crew served orange juice and before landing a pretzel with cheese and a small water bottle. Connecting in Heathrow is pretty easy (in T5) there are signs everywhere! Security went fast. There is a huge quiet zone with battery chargers and free WIFI. We boarded again in groups which was good to avoid crowds. BA started to do a buy-on-board service which I hate. However I thought the pricing was ok. ",Washington Frankfurt London CheckIn Dulles Airport smooth asked agent possible window seat even though online checkin there none available Boeing years size wallet quality incredibly seats were pretty standard they head rest which good seat whole myself Unfortunately crew member shortly before takeoff told that another passenger issues with they would replace Shortly after takeoff service began There were food options available Chicken vegatarian lasagne went Lasagne which nothing special came with salad bread black forest cake meal nothing complain about crew distributed mini cans soda which unsatisfying After dinner crew dimmed lights were supposed close window shades people wanted sleep tried watch some movies selection which hard this miniature morning crew served orange juice before landing pretzel with cheese small water bottle Connecting Heathrow pretty easy there signs everywhere Security went fast There huge quiet zone with battery chargers free WIFI boarded again groups which good avoid crowds started buyonboard service which hate However thought pricing,3
3,"""the quality becomes worse""","London to Athens. Since I started using BA in 2011, I can only say that the quality becomes worse. The leg room in Business Class in A320 is the same like in economy. The only thing that you get is an empty middle seat. The meal choices are poor: I had to choose between curry and fish pie. Also, they first brought us the starter and the dessert and after 5-10 mins (once we ate the starter), they took the starter plate and they gave us the main. The on board service, is less 'attentive' than some years ago (probably cabin crew are over-utilised and want to get some rest which is understandable). Also, due to the plane being late, the cabin was not cleaned properly. At some point we need to think why would someone choose BA over low cost airlines. Tickets are priced in a similar way, there is no food on board for the economy (while for business the portion and variety are a joke), leg space is small, there are always delays to depart from Heathrow (not BAs fault, but at the end of the day I experience delays). What is that makes BA in European flights distinct? Probably nothing.",London Athens Since started using only that quality becomes worse room Business Class A320 same like economy only thing that empty middle seat meal choices poor choose between curry fish Also they first brought starter dessert after mins once starter they took starter plate they gave main board service less attentive than some years probably cabin crew overutilised want some rest which understandable Also plane being late cabin cleaned properly some point need think would someone choose over cost airlines Tickets priced similar there food board economy while business portion variety joke space small there always delays depart from Heathrow fault experience delays What that makes European flights distinct Probably nothing,1
3,"""no foil covering the food""","Philadelphia to London. Nice plane, nice seats, low quality service on the plane. Both my husband and I ordered low sodium meals. His was delivered, mine was not. When asked, the attendant brought an uncovered tray with the sticker on the tray LSML. Obviously heated up quickly but was lukewarm, dry and I was troubled by the fact it was delivered with no foil covering the food. Not the same as my husbands meal, so I have to take the airlines word LSML that it was low sodium. Attendants serving coffee missed us and when I pressed the call button it was over 15 minutes before a flight attendant showed up. One pass through the cabin for drinks. After that, you had to go to the back of the plane to find an attendant and order a drink. Sandwich served before landing in the evening was horrendous. Hummus, limp piece of lettuce and soggy thin sliced tomatoes made this stale sandwich unappealing and tasteless to say the least. I expected edible food and better, more friendly service with this airline. Our flight attendant was stone faced and seemed curt and bothered each time we asked about my missing meal. Before landing many people still had trash but no final walk through by our invisible flight crew. I thought British Airways was better than this. ",Philadelphia London Nice plane nice seats quality service plane Both husband ordered sodium meals delivered mine When asked attendant brought uncovered tray with sticker tray LSML Obviously heated quickly lukewarm troubled fact delivered with foil covering food same husbands meal have take airlines word LSML that sodium Attendants serving coffee missed when pressed call button over minutes before flight attendant showed pass through cabin drinks After that back plane find attendant order drink Sandwich served before landing evening horrendous Hummus limp piece lettuce soggy thin sliced tomatoes made this stale sandwich unappealing tasteless least expected edible food better more friendly service with this airline flight attendant stone faced seemed curt bothered each time asked about missing meal Before landing many people still trash final walk through invisible flight crew thought British Airways better than this,3
1,"""choose another airline""","London to Las Vegas I experienced an ancient entertainment unit that was inoperable and could not be reset. The tray table did not stow properly so the armrest remained at a 45 degree angle with the metal frame exposed. The seat cushion was so badly sunken it was as if totally unpadded. One air vent for the 3-seat row and no in-seat power. Luggage was mislaid for 33 hours, even with priority tag. After writing to British Airways regarding disappointing flight, BA customer service contacted me and offered an apology and a $63USD voucher toward future BA travel to make up for their shoddy service. If you have a choice, choose another airline!",London Vegas experienced ancient entertainment unit that inoperable could reset tray table stow properly armrest remained degree angle with metal frame exposed seat cushion badly sunken totally unpadded vent 3seat inseat power Luggage mislaid hours even with priority After writing British Airways regarding disappointing flight customer service contacted offered apology 63USD voucher toward future travel make their shoddy service have choice choose another airline,1
1,"""totally disappointed""","I booked a round trip from Milan to California for my honeymoon. First flight Milan to San Francisco via London, while returning flight was from Los Angeles to Milan always via London. Both flights faced 1 hour delay and in both flights our luggage were not delivered at destination. When you check in the bags, business class is mixed with other One World members so it is not exclusive at all. Only First has some real advantages. We found business lane crowded for the category.  Worst business class experience and totally disappointed.",booked round trip from Milan California honeymoon First flight Milan Francisco London while returning flight from Angeles Milan always London Both flights faced hour delay both flights luggage were delivered destination When check bags business class mixed with other World members exclusive Only First some real advantages found business lane crowded category Worst business class experience totally disappointed,4
1,"""pathetic compensation""","Amman to London. Appalling service both on the flight and subsequent customer service. We are strict vegans so pre-booked vegan meals for our flight. Meals were delivered as usual, and had the vegan slip on them, but as I was about to start eating I noticed that I had been given butter - this made me doubt the authenticity of the meal. When I called the staff over she had no idea what a vegan was, informing me that there was no meat in it. I had to explain to her what a vegan was (i.e; no dairy or eggs). It turns out that the so called 'vegan meal' had milk and egg in it. Needless to say we did not eat our meals and they had no vegan meals. Shortly after they came around with the drinks/trolley, so we asked for a coffee with Soya Milk - the staff to whom I had had to explain what a vegan was said ""oh I don't think we have that, but we have semi skimmed milk"". I had to re-explain to her that a vegan does not have milk she said she would go and ask. When she returned she said 'We don't provide that sort of thing."" That was strange, because 2 weeks ago on the outbound journey you did. So we had no meals, no hot drinks, and our video screen did not work. The Customer Service that followed from was more appalling, they could not care less, it took ages to get replies and when i did I was just palmed off. After several months of having to write emails I was informed that I had to submit everything by letter as they needed it on paper, which was just another way of getting rid of us. So we did this, after several more weeks they offered us the most pathetic compensation - basically the value of the meals that we could not eat - in vouchers. ",Amman London Appalling service both flight subsequent customer service strict vegans prebooked vegan meals flight Meals were delivered usual vegan slip them about start eating noticed that been given butter this made doubt authenticity meal When called staff over idea what vegan informing that there meat explain what vegan dairy eggs turns that called vegan meal milk Needless meals they vegan meals Shortly after they came around with drinkstrolley asked coffee with Soya Milk staff whom explain what vegan said dont think have that have semi skimmed milk reexplain that vegan does have milk said would When returned said dont provide that sort thing That strange because weeks outbound journey meals drinks video screen work Customer Service that followed from more appalling they could care less took ages replies when just palmed After several months having write emails informed that submit everything letter they needed paper which just another getting this after several more weeks they offered most pathetic compensation basically value meals that could vouchers,2
4,"""charges to select Business Class seats""","New York to Nairobi via London. Flight Attendants were wonderful, friendly, cheery and helpful. But the business Class seats that face aft cause the passenger to have to crawl over the legs of a sleeping stranger, even if you are seated next to a companion. There is no easily accessible storage space by the seat; even for a bottle of water. The IFE on the LHR-NBO leg reminds me of the game ""pong"" in its resolution and food is mediocre, at best. BA charges to select Business Class seats. For my family of 4, it would have cost over $1,600 to get 4 assigned seats on the 4 segments.",York Nairobi London Flight Attendants were wonderful friendly cheery helpful business Class seats that face cause passenger have crawl over legs sleeping stranger even seated next companion There easily accessible storage space seat even bottle water LHRNBO reminds game pong resolution food mediocre best charges select Business Class seats family would have cost over assigned seats segments,2
1,"""need to improve service levels""","Istanbul to London Heathrow. The plane itself was old, I found the  food choices were a joke considering we have to pay for the privilege and we were not allowed to bring our laptops on the plane back, had to be checked in for security purposes. This meant that when I was at Ataturk airport we had no less than 3 separate security checks. 1 before check in, one after check in and one before getting on the plane. Because we had no laptop there was no entertainment on board and nothing to do for the 4 hours on the plane. Norwegian offers free wifi so I could check my phone on the plane. British Airways need to improve their service levels.",Istanbul London Heathrow plane itself found food choices were joke considering have privilege were allowed bring laptops plane back checked security purposes This meant that when Ataturk airport less than separate security checks before check after check before getting plane Because laptop there entertainment board nothing hours plane Norwegian offers free wifi could check phone plane British Airways need improve their service levels,1
1,"""my flight was cancelled""","Bad service and attitude all round. My fiasco was when my flight from London was cancelled due to failure of their systems. BA refused to rebook us at the airport, instead made to wait over an hour on the phone to customer services which resulted in us being routed to Milan via Madrid a day later. BA are now dragging their heels over reimbursing me travel, food and refreshment costs.  We were stranded at the airport, no help to find a hotel, zero customer care or empathy. Premium prices for a Ryanair style service. ",service attitude round fiasco when flight from London cancelled failure their systems refused rebook airport instead made wait over hour phone customer services which resulted being routed Milan Madrid later dragging their heels over reimbursing travel food refreshment costs were stranded airport help find hotel zero customer care empathy Premium prices Ryanair style service,3
1,"""gone notably downhill""","London to Amsterdam. BA's service has gone notably downhill in the past couple of years, but tonight's experience really takes the biscuit. I should now be in Amsterdam - however, I am still writing this from London despite spending over 4 hours on a plane to nowhere. We boarded just about on time, around 1930, only to be told that due to weather there would be a delay of an hour or so. Shortly after, we were told that the routes north of LHR were shut, and no planes were taking off. About an hour into the ordeal, we were told that the airspace had reopened, but there would be a 90 minute wait for a slot. One more hour in, we were told airspace was shut again. After 3 hours, good news! - or so we thought - we were to be on the move around 20 minutes or so later. We did then leave the gate, and we were given the safety briefing and taxied out to the runway. We were then stopped halfway down the taxiway and told that AMS would be shut due to night flight restrictions by the time we would have arrived, so our flight wad cancelled. We taxied back to the gate, where we waited a further 10-15 minutes for ground staff to become available. I must say during this 4 and a quarter odd ordeal, the pilot was informative and tried to stay upbeat, and the cabin crew were very good. The crew gave us the in-flight service (minus alcohol) so we were well fed and watered. This is the full extent of my praise though. Little was I to know that the real disaster was still to come. BA's ground handling was attrocious. We were told to head up to departures for hotel vouchers and rebookings. However, BA had cancelled around 7 flights, and the queues were very lengthy. Vouchers were being handed out to sleep on the floor of a hotel ballroom because ""all the rooms were full"". I have never heard anything like it. This is beyond unbelievable. No assistance for children, elderly, and no preferential treatment for connecting passengers or premium passengers, as is the norm in this situation. Further, the promised ""rebooking"" staff had all gone home - I was told to consult the BA app the following morning. BA's app has rebooked my flights - two days later, when my trip was for three days total. The feature on the app to select a different date for my flights, so I can replan my trip for another weekend, is broken. I guess I'll be trying out their call centre in the morning. This is all simply appalling. We all understand that adverse weather happens. But to keep us on a plane for 4+ hours when they knew before boarding that there would be delays is not on. Moreover, BA surely know the opening hours of their destination airports. Why they could not have prioritised the AMS flight over flights to 24-hour airports I do not know. And as for the ground handling, I have never had an experience this bad. BA staff themselves were thin on the ground - they left most of the work to Heathrow staff, who admittedly tried their best but hid behind the ""we don't work for BA excuse"". I've had a cancelled flight before and yet still wrote the airline involved a glowing review, because they genuinely couldn't have handled it better. By contrast, I don't see how BA could have handled this worse. They really are indistinguishable from the budget airlines these days, save for the good lounges if you fly business.",London Amsterdam service gone notably downhill past couple years tonights experience really takes biscuit should Amsterdam however still writing this from London despite spending over hours plane nowhere boarded just about time around only told that weather there would delay hour Shortly after were told that routes north were shut planes were taking About hour into ordeal were told that airspace reopened there would minute wait slot more hour were told airspace shut again After hours good news thought were move around minutes later then leave gate were given safety briefing taxied runway were then stopped halfway down taxiway told that would shut night flight restrictions time would have arrived flight cancelled taxied back gate where waited further minutes ground staff become available must during this quarter ordeal pilot informative tried stay upbeat cabin crew were very good crew gave inflight service minus alcohol were well watered This full extent praise though Little know that real disaster still come ground handling attrocious were told head departures hotel vouchers rebookings However cancelled around flights queues were very lengthy Vouchers were being handed sleep floor hotel ballroom because rooms were full have never heard anything like This beyond unbelievable assistance children elderly preferential treatment connecting passengers premium passengers norm this situation Further promised rebooking staff gone home told consult following morning rebooked flights days later when trip three days total feature select different date flights replan trip another weekend broken guess trying their call centre morning This simply appalling understand that adverse weather happens keep plane hours when they knew before boarding that there would delays Moreover surely know opening hours their destination airports they could have prioritised flight over flights 24hour airports know ground handling have never experience this staff themselves were thin ground they left most work Heathrow staff admittedly tried their best behind dont work excuse cancelled flight before still wrote airline involved glowing review because they genuinely couldnt have handled better contrast dont could have handled this worse They really indistinguishable from budget airlines these days save good lounges business,3
3,"""Couldn't care less I feel""","Aberdeen to Abu Dhabi via London. Despite being a Gold Member of the Executive Club I try to avoid British Airways these days and now I've reminded myself why. Flight crew don't afford old fashioned courtesy or service. I'm not saying they are rude, just that they don't provide a decent level of customer service. You get the basics and good luck if you want to grab their attention. They walk up and down the aisle without making eye contact. No bags at the other end on arrival which I guess you have to live with, however the way they deal with it is appalling. Couldn't care less I feel. 3hr delay on return flights. Seems BA is unsure if they want to be a budget airline or a true contender.",Aberdeen Dhabi London Despite being Gold Member Executive Club avoid British Airways these days reminded myself Flight crew dont afford fashioned courtesy service saying they rude just that they dont provide decent level customer service basics good luck want grab their attention They walk down aisle without making contact bags other arrival which guess have live with however they deal with appalling Couldnt care less feel delay return flights Seems unsure they want budget airline true contender,3
4,"""staff was kind and helpful""","Prague to Denver via London. I almost missed my flight because at check-in I had to complete some really important papers that took 40 minutes -  later, no one asked me for those papers. Flight to Heathrow was average, what you expect from a 2 hour flight. At Heathrow the security lasted me  30 minutes. When I boarded the next the plane a lack of leg room, it was less than the flight before.  The flight then was pretty much okay, the food was delicious, had pasta with tomato sauce and several times drinks, the flight staff was kind and helpful. But the plane had no paid Wi-Fi, no outlets or USB ports, the screens were low quality.",Prague Denver London almost missed flight because checkin complete some really important papers that took minutes later asked those papers Flight Heathrow average what expect from hour flight Heathrow security lasted minutes When boarded next plane lack room less than flight before flight then pretty much okay food delicious pasta with tomato sauce several times drinks flight staff kind helpful plane paid WiFi outlets ports screens were quality,3
3,"""buy-on-board a bug-bear""","Seville to Gatwick. If it wasn't for Avios and the fantastic deal that this can make flying BA if you collect them and use Executive Club for award tickets within Europe I would never fly BA given the current product. The cabin was old, cramped and dirty. The cabin crew were abrupt and surly. The buy-on-board is still a massive bug-bear - we were on award tickets but think it is unacceptable for food not to be complimentary. ",Seville Gatwick wasnt Avios fantastic deal that this make flying collect them Executive Club award tickets within Europe would never given current product cabin cramped dirty cabin crew were abrupt surly buyonboard still massive bugbear were award tickets think unacceptable food complimentary,2
3,"""A delayed BA flight""","London to Amsterdam. A delayed BA flight by 55 mins. Old airplane, unhelpful staff. Delays seem so regular that staff have a casual attitude to delays. Another terrible show from British Airways. ",London Amsterdam delayed flight mins airplane unhelpful staff Delays seem regular that staff have casual attitude delays Another terrible show from British Airways,1
1,"""On arrival no bags""","Gatwick to Barcelona . Check in efficient and friendly and helpful staff. Staff very welcoming in lounge and on board flight. However, the in flight product has deteriorated - salad ran out so no food option for business class passengers - had to have sandwich. Seats dirty and no middle seat tray although business class. No priority boarding for business passengers. Really disorganized at boarding - calling people by groups and lines becoming mixed up. On arrival no bags and trying to get update but no update. Trying to get update on baggage after 12 hours but no update. ",Gatwick Barcelona Check efficient friendly helpful staff Staff very welcoming lounge board flight However flight product deteriorated salad food option business class passengers have sandwich Seats dirty middle seat tray although business class priority boarding business passengers Really disorganized boarding calling people groups lines becoming mixed arrival bags trying update update Trying update baggage after hours update,1
1,"""lounges in Heathrow are overcrowded""","London to Frankfurt. I need to fly BA for Business frequently, as I don't have other choices. Not only planes are delayed (as today), but the lounges in Heathrow are a joke. I don't use them anymore as they are overcrowded, and they don't serve proper food, just snacks. Their customer service is horrible and never helps me with any requests. Their business class in Europe is economy class with a free seat next to you.",London Frankfurt need Business frequently dont have other choices only planes delayed today lounges Heathrow joke dont them anymore they overcrowded they dont serve proper food just snacks Their customer service horrible never helps with requests Their business class Europe economy class with free seat next,1
2,"""Better service with Ryanair""","Flew London Heathrow to Hong Kong with British Airways. Flew premium economy and the experience was anything but. Check yourself in, create and scan your own baggage labels and load them onto the conveyors yourself. Unsurprisingly slow process, and waited over an hour for the struggling passengers ahead of us in line. Hardly a BA service attendant in sight. Better service with Ryanair, I hate to say it.",Flew London Heathrow Hong Kong with British Airways Flew premium economy experience anything Check yourself create scan your baggage labels load them onto conveyors yourself Unsurprisingly slow process waited over hour struggling passengers ahead line Hardly service attendant sight Better service with Ryanair hate,3
